,0
2481,tài xế xe terberg
2482,công nhân_ gò mũi
2483,công nhân cb gỗ
2484,trưởng nhóm bán hàng
2485,giáo viên trường thcs hòa tịnh
2486,may c9
2487,trợ lý bộ phận phun sơn
2488,công nhân tạp vụ
2489,công nhân primer đế
2490,y sỹ  phòng khám kiên thọ
2491,công nhân bôi keo
2492,bác sỹ trực tiếp khám điều trị bệnh nhân cấp cứu
2493,công nhân phòng nghiên cứu
2494,nhân viên ktcn
2495,nhân viên chấm hình
2496,cán bộ phòng kế toán
2497,nv. vận hành ccr
2498,nhân viên dinh dưỡng
2499,phó chủ tịch hội liên hiệp phụ nữ
2500,biên chế đặc biệt
2501,nhân viên - v02 - tỉnh lâm đồng
2502,73231/unza/nvbh/gd nttầng+ khánh hội+lâm văn bền/vùng
2503,công nhân vận hành máy may(mcn)
2504,công nhân sản xuất tủ lạnh
2505,công nhân lắp đặt nhôm
2506,trung cấp gò hàn
2507,công nhân sx sợi x1
2508,công nhân máy
2509,nhân viên vận hành máy crimping
2510,cn kiểm hóa (may công nghiệp)
2511,gia công đế
2512,phụ việc may - chuyền may a9
2513,công nhân bảo vệ rừng
2514,công nhân bán xăng dầu và các sản phẩm hóa dầu
2515,cô nuôi
2516,giáo viên trình độ thsp
2517,nv phòng kế toán
2518,chuyên dùng
2519,công nhân sửa chữa cơ điện hầm lò  vận hành thiết bị mỏ
2520,công nhân bao gói sp
2521,nhân viên phiên dịch
2522,công nhân qc may
2523,nvbh kao - tây ninh
2524,tài chính -kế toán
2525,tài xế lái xe taxi 5 ghế đến 8 ghế
2526,p.ql
2527,cn vaän hành mmcn
2528,công nhân vận hành mày may
2529,công nhân nguyên liệu
2530,công nhân vận hành máy bồi vải
2531,nhân viên nhà bếp
2532,bảo vệ tuần tra
2533,lấy dấu
2534,nhân viên giao hàng-giải phóng
2535,trưởng phòng quản lý xây dựng
2536,công nhân ghi thu
2537,công nhân đứng máy đúc rót
2538,công nhân quản lý bảo dưỡng các công trình cấp nước bậc 1/7
2539,công nhân hàn điện
2540,chuyên viên đối soát thánh toán
2541,công nhân sản xuất vlxd
2542,nv bán hàng/cocacola/vùng 2
2543,công nhân tổ in
2544,c.nhân kiểm hàng
2545,công nhân đánh bóng
2546,phó chủ nhiệm
2547,công nhân rải tôm
2548,công nhân bộ phận đế outsole
2549,công nhân lò nung( làm việc 3 ca)
2550,công nhân may công nghiệp  tổng công ty may nhà bè-ctcp
2551,công nhân lái xe tải trên 10 tấn
2552,nhân viên sơ chế
2553,chuyên viên chính  ủy viên ban thường vụ huyện ủy  phó chủ tịch ubnd
2554,trưởng nhóm kinh doanh
2555,nhân viên phục vụ hành lý
2556,nhân viên trợ lý thư viện
2557,cn trải vải
2558,giáo viên tiểu học số 2 ia băng
2559,công nhân-máy ép cao tần kỹ thuật cao
2560,thuyền viên tàu viễn dương
2561,trưởng trạm
2562,002111-công nhân
2563,p.gđốc
2564,giáo viên- trường th vạn thạnh 2
2565,công nhân sản xuất  lắp ráp linh kiện điện tử
2566,mài nhẵn mặt da  lạng da
2567,học may may vi tính x1
2568,thợ hàn co2
2569,kỹ sư phần mềm
2570,công nhân may -2288
2571,công nhân  nkan
2572,cán bộ quản lý công trường cấp 3
2573,công nhân vệ sinh
2574,công nhân vận hành máy thêu
2575,chuyên viên tổng hợp
2576,nhân viên thủ quỹ
2577,công nhân cắt đai - gọt hàng
2578,nv khối lương
2579,nhân viên đội điện nước thuộc phòng kế hoạch và quản lý cơ sở hạ tầng
2580,công nhân cơ động
2581,nhân viên - v03 - cn trà vinh
2582,giáo viên  trường mầm non xã lùng vai
2583,thủ kho thành phẩm
2584,giao dịch viên bưu điện thành phố cao lãnh
2585,gíao viên
2586,c.nhân
2587,nhân viên phục vụ nhà hàng trúc xanh
2588,công nhân lab
2589,công nhân máy screen
2590,nvpv trên các đoàn tàu hỏa chở khách
2591,công nhân ép cao tần
2592,chuyên viên phòng bảo trợ  xã hội
2593,nhân viên hậu mãi
2594,nhân viên rửa  chất xếp dụng cụ
2595,công nhân định hình cá
2596,kỹ sư  trạm kiểm lâm bãi kênh
2597,văn thư lưu trữ  phong tong hop
2598,cán sự văn hoá xã hội xã
2599,cn xử lý rác sinh hoạt
2600,công nhân thả liệu
2601,phó chủ tịch ubmt tổ quốc
2602,chuyên viên tư vấn khách hàng qua điện thoại
2603,nhân viên thiết bị vùng 1
2604,thợ máy bế
2605,công nhân bộ phận phôi
2606,nhân viên phục vụ hành khách-công ty cp phục vụ mặt đất sài gòn
2607,công nhân  vận hành lò nung thuộc nhà máy gạch ốp lát sao đỏ
2608,công nhân cắt phá
2609,viên chức - chi nhánh văn phòng đăng ký đất đai huyện đà bắc
2610,công nhân xưởng nhuộm
2611,điều dưỡng trạm y tế thị trấn huyện
2612,thợ sửa chữa  bảo trì cơ điện chính
2613,nhân viên làm việc hcm - vùng 1
2614,công nhân bao gói/ đánh ống
2615,nhân viên - v03 - cn sơn la
2616,nhân viên bảo dưỡng
2617,công nhân xí nghiệp dệt sợi
2618,nhân viên phục vụ bậc 1/12
2619,nhân viên hỗ trợ
2620,nhân viên - v03 - tỉnh quảng trị
2621,nv. mr
2622,thợ ép đế
2623,cn  may cn
